Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
Punjab,Pakistan,7/18/2020 4:34,30.811346,72.139132,89465,2067,65009,22389,"Punjab, Pakistan",81.32261985,2.310400715
Sindh,Pakistan,7/18/2020 4:34,26.009446,68.776807,111238,1952,88103,21183,"Sindh, Pakistan",232.2972926,1.754796023
Azad Jammu and Kashmir,Pakistan,7/19/2020 4:34,34.027401,73.947253,1888,47,1174,667,"Azad Jammu and Kashmir, Pakistan",46.67068443,2.48940678
Balochistan,Pakistan,7/19/2020 4:34,28.328492,65.898403,11424,131,8399,2894,"Balochistan, Pakistan",92.54392758,1.146708683
Gilgit-Baltistan,Pakistan,7/19/2020 4:34,35.792146,74.982138,1807,41,1460,306,"Gilgit-Baltistan, Pakistan",178.278268,2.268954068
Islamabad,Pakistan,7/19/2020 4:34,33.665087,73.121219,14576,157,11836,2583,"Islamabad, Pakistan",726.4130069,1.077113063
Khyber Pakhtunkhwa,Pakistan,7/19/2020 4:34,34.485332,72.09169,31890,1139,24588,6163,"Khyber Pakhtunkhwa, Pakistan",104.47732,3.571652556
Punjab,Pakistan,7/19/2020 4:34,30.811346,72.139132,89793,2079,65436,22278,"Punjab, Pakistan",81.62076795,2.315325248
Sindh,Pakistan,7/19/2020 4:34,26.009446,68.776807,112118,1974,91383,18761,"Sindh, Pakistan",234.1349885,1.760645035
Azad Jammu and Kashmir,Pakistan,7/20/2020 5:34,34.027401,73.947253,1915,47,1201,667,"Azad Jammu and Kashmir, Pakistan",47.33811477,2.454308094
Balochistan,Pakistan,7/20/2020 5:34,28.328492,65.898403,11436,132,8688,2616,"Balochistan, Pakistan",92.64113759,1.154249738
Gilgit-Baltistan,Pakistan,7/20/2020 5:34,35.792146,74.982138,1849,43,1472,334,"Gilgit-Baltistan, Pakistan",182.4219798,2.325581395
Islamabad,Pakistan,7/20/2020 5:34,33.665087,73.121219,14599,159,11836,2604,"Islamabad, Pakistan",727.5592403,1.089115693
Khyber Pakhtunkhwa,Pakistan,7/20/2020 5:34,34.485332,72.09169,32086,1142,25006,5938,"Khyber Pakhtunkhwa, Pakistan",105.1194509,3.559184691
Punjab,Pakistan,7/20/2020 5:34,30.811346,72.139132,90191,2083,65689,22419,"Punjab, Pakistan",81.98254521,2.309543081
Sindh,Pakistan,7/20/2020 5:34,26.009446,68.776807,113007,1993,92037,18977,"Sindh, Pakistan",235.991479,1.763607564
Azad Jammu and Kashmir,Pakistan,7/21/2020 4:38,34.027401,73.947253,1922,47,1254,621,"Azad Jammu and Kashmir, Pakistan",47.51115227,2.445369407
Balochistan,Pakistan,7/21/2020 4:38,28.328492,65.898403,11441,133,9061,2247,"Balochistan, Pakistan",92.68164176,1.162485797
Gilgit-Baltistan,Pakistan,7/21/2020 4:38,35.792146,74.982138,1868,43,1481,344,"Gilgit-Baltistan, Pakistan",184.2965161,2.301927195
Islamabad,Pakistan,7/21/2020 4:38,33.665087,73.121219,14625,160,11912,2553,"Islamabad, Pakistan",728.8549825,1.094017094
Khyber Pakhtunkhwa,Pakistan,7/21/2020 4:38,34.485332,72.09169,32243,1147,25367,5729,"Khyber Pakhtunkhwa, Pakistan",105.6338109,3.557361288
Punjab,Pakistan,7/21/2020 4:38,30.811346,72.139132,90444,2090,66021,22333,"Punjab, Pakistan",82.2125192,2.310822166
Sindh,Pakistan,7/21/2020 4:38,26.009446,68.776807,113553,2019,92934,18600,"Sindh, Pakistan",237.1316858,1.778024359
Azad Jammu and Kashmir,Pakistan,7/22/2020 4:34,34.027401,73.947253,1937,47,1275,615,"Azad Jammu and Kashmir, Pakistan",47.8819469,2.426432628
Balochistan,Pakistan,7/22/2020 4:34,28.328492,65.898403,11469,135,9381,1953,"Balochistan, Pakistan",92.90846511,1.177086058
Gilgit-Baltistan,Pakistan,7/22/2020 4:34,35.792146,74.982138,1878,45,1485,348,"Gilgit-Baltistan, Pakistan",185.2831142,2.396166134
Islamabad,Pakistan,7/22/2020 4:34,33.665087,73.121219,14701,161,12023,2517,"Islamabad, Pakistan",732.6425366,1.095163594
Khyber Pakhtunkhwa,Pakistan,7/22/2020 4:34,34.485332,72.09169,32523,1153,25582,5788,"Khyber Pakhtunkhwa, Pakistan",106.5511408,3.545183409
Punjab,Pakistan,7/22/2020 4:34,30.811346,72.139132,90816,2095,66425,22296,"Punjab, Pakistan",82.55066277,2.306862227
Sindh,Pakistan,7/22/2020 4:34,26.009446,68.776807,114104,2041,94297,17766,"Sindh, Pakistan",238.282334,1.788719063
Azad Jammu and Kashmir,Pakistan,7/23/2020 5:15,34.027401,73.947253,1961,48,1328,585,"Azad Jammu and Kashmir, Pakistan",48.47521831,2.44773075
Balochistan,Pakistan,7/23/2020 5:15,28.328492,65.898403,11517,136,9585,1796,"Balochistan, Pakistan",93.29730514,1.180863072
Gilgit-Baltistan,Pakistan,7/23/2020 5:15,35.792146,74.982138,1896,45,1498,353,"Gilgit-Baltistan, Pakistan",187.0589907,2.373417722
Islamabad,Pakistan,7/23/2020 5:15,33.665087,73.121219,14722,162,12023,2537,"Islamabad, Pakistan",733.6890976,1.100393968
Khyber Pakhtunkhwa,Pakistan,7/23/2020 5:15,34.485332,72.09169,32753,1158,25713,5882,"Khyber Pakhtunkhwa, Pakistan",107.3046617,3.535553995
Punjab,Pakistan,7/23/2020 5:15,30.811346,72.139132,91129,2100,66802,22227,"Punjab, Pakistan",82.83517604,2.304425594
Sindh,Pakistan,7/23/2020 5:15,26.009446,68.776807,115213,2060,96226,16927,"Sindh, Pakistan",240.5982485,1.787992674
Azad Jammu and Kashmir,Pakistan,7/24/2020 5:30,34.027401,73.947253,1989,49,1361,579,"Azad Jammu and Kashmir, Pakistan",49.16736829,2.463549522
Balochistan,Pakistan,7/24/2020 5:30,28.328492,65.898403,11523,136,9818,1569,"Balochistan, Pakistan",93.34591015,1.180248199
Gilgit-Baltistan,Pakistan,7/24/2020 5:30,35.792146,74.982138,1918,46,1533,339,"Gilgit-Baltistan, Pakistan",189.2295064,2.398331595
Islamabad,Pakistan,7/24/2020 5:30,33.665087,73.121219,14766,162,12023,2581,"Islamabad, Pakistan",735.8818921,1.097114994
Khyber Pakhtunkhwa,Pakistan,7/24/2020 5:30,34.485332,72.09169,32898,1169,26607,5122,"Khyber Pakhtunkhwa, Pakistan",107.7797076,3.553407502
Punjab,Pakistan,7/24/2020 5:30,30.811346,72.139132,91423,2105,68439,20879,"Punjab, Pakistan",83.10241854,2.302484058
Sindh,Pakistan,7/24/2020 5:30,26.009446,68.776807,115883,2096,100002,13785,"Sindh, Pakistan",241.9974034,1.808720865
Azad Jammu and Kashmir,Pakistan,7/25/2020 4:47,34.027401,73.947253,2012,49,1409,554,"Azad Jammu and Kashmir, Pakistan",49.73592006,2.435387674
Balochistan,Pakistan,7/25/2020 4:47,28.328492,65.898403,11550,136,9899,1515,"Balochistan, Pakistan",93.56463267,1.177489177
Gilgit-Baltistan,Pakistan,7/25/2020 4:47,35.792146,74.982138,1942,47,1548,347,"Gilgit-Baltistan, Pakistan",191.5973417,2.420185376
Islamabad,Pakistan,7/25/2020 4:47,33.665087,73.121219,14821,162,12139,2520,"Islamabad, Pakistan",738.6228852,1.093043654
Khyber Pakhtunkhwa,Pakistan,7/25/2020 4:47,34.485332,72.09169,33071,1170,26869,5032,"Khyber Pakhtunkhwa, Pakistan",108.3464864,3.537842823
Punjab,Pakistan,7/25/2020 4:47,30.811346,72.139132,91691,2113,81241,8337,"Punjab, Pakistan",83.34602735,2.304479175
Sindh,Pakistan,7/25/2020 4:47,26.009446,68.776807,116800,2110,103491,11199,"Sindh, Pakistan",243.912366,1.806506849
Azad Jammu and Kashmir,Pakistan,7/26/2020 4:35,34.027401,73.947253,2023,49,1435,539,"Azad Jammu and Kashmir, Pakistan",50.00783613,2.422145329
Balochistan,Pakistan,7/26/2020 4:35,28.328492,65.898403,11578,136,9901,1541,"Balochistan, Pakistan",93.79145602,1.174641562
Gilgit-Baltistan,Pakistan,7/26/2020 4:35,35.792146,74.982138,1952,47,1559,346,"Gilgit-Baltistan, Pakistan",192.5839398,2.407786885
Islamabad,Pakistan,7/26/2020 4:35,33.665087,73.121219,14841,163,12253,2425,"Islamabad, Pakistan",739.61961,1.098308739
Khyber Pakhtunkhwa,Pakistan,7/26/2020 4:35,34.485332,72.09169,33220,1176,27017,5027,"Khyber Pakhtunkhwa, Pakistan",108.8346369,3.540036123
Punjab,Pakistan,7/26/2020 4:35,30.811346,72.139132,91901,2116,81250,8535,"Punjab, Pakistan",83.53691485,2.302477666
Sindh,Pakistan,7/26/2020 4:35,26.009446,68.776807,117598,2135,104019,11444,"Sindh, Pakistan",245.5788221,1.815507066
Azad Jammu and Kashmir,Pakistan,7/27/2020 4:35,34.027401,73.947253,2023,49,1435,539,"Azad Jammu and Kashmir, Pakistan",50.00783613,2.422145329
Balochistan,Pakistan,7/27/2020 4:35,28.328492,65.898403,11578,136,9901,1541,"Balochistan, Pakistan",93.79145602,1.174641562
Gilgit-Baltistan,Pakistan,7/27/2020 4:35,35.792146,74.982138,1952,47,1559,346,"Gilgit-Baltistan, Pakistan",192.5839398,2.407786885
Islamabad,Pakistan,7/27/2020 4:35,33.665087,73.121219,14841,163,12253,2425,"Islamabad, Pakistan",739.61961,1.098308739
Khyber Pakhtunkhwa,Pakistan,7/27/2020 4:35,34.485332,72.09169,33220,1176,27017,5027,"Khyber Pakhtunkhwa, Pakistan",108.8346369,3.540036123
Punjab,Pakistan,7/27/2020 4:35,30.811346,72.139132,91901,2116,81250,8535,"Punjab, Pakistan",83.53691485,2.302477666
Sindh,Pakistan,7/27/2020 4:35,26.009446,68.776807,117598,2135,104019,11444,"Sindh, Pakistan",245.5788221,1.815507066
Azad Jammu and Kashmir,Pakistan,7/28/2020 4:58,34.027401,73.947253,2034,49,1449,536,"Azad Jammu and Kashmir, Pakistan",50.27975219,2.409046214
Balochistan,Pakistan,7/28/2020 4:58,28.328492,65.898403,11601,136,9976,1489,"Balochistan, Pakistan",93.9777752,1.172312732
Gilgit-Baltistan,Pakistan,7/28/2020 4:58,35.792146,74.982138,1989,48,1566,375,"Gilgit-Baltistan, Pakistan",196.2343526,2.413273002
Islamabad,Pakistan,7/28/2020 4:58,33.665087,73.121219,14884,164,12253,2467,"Islamabad, Pakistan",741.7625682,1.10185434
Khyber Pakhtunkhwa,Pakistan,7/28/2020 4:58,34.485332,72.09169,33397,1178,27119,5100,"Khyber Pakhtunkhwa, Pakistan",109.4145204,3.527262928
Punjab,Pakistan,7/28/2020 4:58,30.811346,72.139132,92073,2116,81260,8697,"Punjab, Pakistan",83.6932608,2.298176447
Sindh,Pakistan,7/28/2020 4:58,26.009446,68.776807,118311,2151,107403,8757,"Sindh, Pakistan",247.0677735,1.818089611
Azad Jammu and Kashmir,Pakistan,7/29/2020 4:35,34.027401,73.947253,2040,49,1482,509,"Azad Jammu and Kashmir, Pakistan",50.42807004,2.401960784
Balochistan,Pakistan,7/29/2020 4:35,28.328492,65.898403,11624,136,10023,1465,"Balochistan, Pakistan",94.16409438,1.169993118
Gilgit-Baltistan,Pakistan,7/29/2020 4:35,35.792146,74.982138,2010,48,1613,349,"Gilgit-Baltistan, Pakistan",198.3062085,2.388059701
Islamabad,Pakistan,7/29/2020 4:35,33.665087,73.121219,14938,165,12377,2396,"Islamabad, Pakistan",744.4537251,1.104565538
Khyber Pakhtunkhwa,Pakistan,7/29/2020 4:35,34.485332,72.09169,33510,1180,27196,5134,"Khyber Pakhtunkhwa, Pakistan",109.7847286,3.521336914
Punjab,Pakistan,7/29/2020 4:35,30.811346,72.139132,92279,2125,81265,8889,"Punjab, Pakistan",83.88051235,2.30279912
Sindh,Pakistan,7/29/2020 4:35,26.009446,68.776807,118824,2162,108480,8182,"Sindh, Pakistan",248.1390666,1.819497745
Azad Jammu and Kashmir,Pakistan,7/30/2020 4:35,34.027401,73.947253,2055,50,1543,462,"Azad Jammu and Kashmir, Pakistan",50.79886468,2.433090024
Balochistan,Pakistan,7/30/2020 4:35,28.328492,65.898403,11654,136,10080,1438,"Balochistan, Pakistan",94.4071194,1.166981294
Gilgit-Baltistan,Pakistan,7/30/2020 4:35,35.792146,74.982138,2042,50,1658,334,"Gilgit-Baltistan, Pakistan",201.4633222,2.448579824
Islamabad,Pakistan,7/30/2020 4:35,33.665087,73.121219,14963,165,12377,2421,"Islamabad, Pakistan",745.699631,1.102720043
Khyber Pakhtunkhwa,Pakistan,7/30/2020 4:35,34.485332,72.09169,33724,1186,27724,4814,"Khyber Pakhtunkhwa, Pakistan",110.4858307,3.5167833
Punjab,Pakistan,7/30/2020 4:35,30.811346,72.139132,92452,2133,82512,7807,"Punjab, Pakistan",84.03776729,2.307143166
Sindh,Pakistan,7/30/2020 4:35,26.009446,68.776807,119398,2172,108989,8237,"Sindh, Pakistan",249.3377456,1.819125949
Azad Jammu and Kashmir,Pakistan,7/31/2020 4:35,34.027401,73.947253,2065,51,1583,431,"Azad Jammu and Kashmir, Pakistan",51.0460611,2.469733656
Balochistan,Pakistan,7/31/2020 4:35,28.328492,65.898403,11708,136,10097,1475,"Balochistan, Pakistan",94.84456444,1.161598907
Gilgit-Baltistan,Pakistan,7/31/2020 4:35,35.792146,74.982138,2090,53,1693,344,"Gilgit-Baltistan, Pakistan",206.1989929,2.535885167
Islamabad,Pakistan,7/31/2020 4:35,33.665087,73.121219,14987,165,12377,2445,"Islamabad, Pakistan",746.8957007,1.10095416
Khyber Pakhtunkhwa,Pakistan,7/31/2020 4:35,34.485332,72.09169,33845,1192,28317,4336,"Khyber Pakhtunkhwa, Pakistan",110.8822482,3.521938248
Punjab,Pakistan,7/31/2020 4:35,30.811346,72.139132,92655,2138,82520,7997,"Punjab, Pakistan",84.22229187,2.307484755
